sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-13O61-1526-SM-5KM3P	Colon	Colon - Sigmoid	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4821	3/23/14	TrueSeq.v1
GTEX-13OVI-2126-SM-5KM3U	Colon	Colon - Sigmoid	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4821	3/23/14	TrueSeq.v1
GTEX-13OVJ-1826-SM-5KM2D	Colon	Colon - Sigmoid	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13OW6-2226-SM-5N9FL	Colon	Colon - Sigmoid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-13OW8-2726-SM-5L3FZ	Colon	Colon - Sigmoid	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13PVQ-2726-SM-5L3H7	Colon	Colon - Sigmoid	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13PVR-1726-SM-5Q5EC	Colon	Colon - Sigmoid	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-13SLW-2826-SM-5Q5ES	Colon	Colon - Sigmoid	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-13U4I-2626-SM-5SI9C	Colon	Colon - Sigmoid	BP-47656	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-13VXT-2026-SM-5L3EW	Colon	Colon - Sigmoid	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13X6I-2726-SM-5Q5ET	Colon	Colon - Sigmoid	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-13X6K-2726-SM-5O9DG	Colon	Colon - Sigmoid	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4910	4/1/14	TrueSeq.v1
GTEX-145LS-2926-SM-5O99G	Colon	Colon - Sigmoid	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-145ME-1126-SM-5SIAT	Colon	Colon - Sigmoid	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-145MO-2626-SM-5QGPD	Colon	Colon - Sigmoid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4954	3/29/14	TrueSeq.v1
GTEX-146FH-2426-SM-5Q5EW	Colon	Colon - Sigmoid	BP-48437	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-147GR-2826-SM-5RQK8	Colon	Colon - Sigmoid	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-147JS-2626-SM-5S2UX	Colon	Colon - Sigmoid	BP-48651	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4996	4/3/14	TrueSeq.v1
GTEX-148VJ-2426-SM-5NQ9Y	Colon	Colon - Sigmoid	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-14A5H-1626-SM-5SIAN	Colon	Colon - Sigmoid	BP-47656	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-14A5I-2426-SM-5Q5CP	Colon	Colon - Sigmoid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-14BMU-1326-SM-5RQIH	Colon	Colon - Sigmoid	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-14C39-1626-SM-5S2P4	Colon	Colon - Sigmoid	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4988	3/31/14	TrueSeq.v1
GTEX-WFG8-1726-SM-4LVM6	Colon	Colon - Sigmoid	BP-27442	RNA isolation_PAXgene Tissue miRNA	7/16/12	LCSET-3632	8/8/13	TrueSeq.v1
GTEX-WHPG-1626-SM-4M1ZL	Colon	Colon - Sigmoid	BP-27938	RNA isolation_PAXgene Tissue miRNA	7/25/12	LCSET-4056	9/9/13	TrueSeq.v1
GTEX-WHWD-1526-SM-4OORV	Colon	Colon - Sigmoid	BP-27620	RNA isolation_PAXgene Tissue miRNA	7/19/12	LCSET-4048	9/15/13	TrueSeq.v1
GTEX-WI4N-2226-SM-4OOS9	Colon	Colon - Sigmoid	BP-27971	RNA isolation_PAXgene Tissue miRNA	7/25/12	LCSET-4048	9/15/13	TrueSeq.v1
GTEX-WQUQ-2626-SM-4MVNP	Colon	Colon - Sigmoid	BP-28884	RNA isolation_PAXgene Tissue miRNA	8/7/12	LCSET-3652	8/10/13	TrueSeq.v1
GTEX-WYVS-1126-SM-4SOJX	Colon	Colon - Sigmoid	BP-40888	RNA isolation_PAXgene Tissue miRNA	7/16/13	LCSET-3995	9/19/13	TrueSeq.v1
GTEX-X15G-1526-SM-4PQZM	Colon	Colon - Sigmoid	BP-30514	RNA isolation_PAXgene Tissue miRNA	9/4/12	LCSET-3735	8/31/13	TrueSeq.v1
GTEX-X4EO-2726-SM-4E3HS	Colon	Colon - Sigmoid	BP-36096	RNA isolation_PAXgene Tissue miRNA	2/13/13	LCSET-3416	7/12/13	TrueSeq.v1
GTEX-XAJ8-0726-SM-47JY5	Colon	Colon - Sigmoid	BP-31549	RNA isolation_PAXgene Tissue miRNA	9/27/12	LCSET-2974	4/11/13	TrueSeq.v1
GTEX-XUJ4-2126-SM-4BOOX	Colon	Colon - Sigmoid	BP-34273	RNA isolation_PAXgene Tissue miRNA	12/12/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XUW1-1826-SM-4BOQD	Colon	Colon - Sigmoid	BP-34273	RNA isolation_PAXgene Tissue miRNA	12/12/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XV7Q-2226-SM-4BRVY	Colon	Colon - Sigmoid	BP-34730	RNA isolation_PAXgene Tissue miRNA	12/27/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-XXEK-1826-SM-4BRVC	Colon	Colon - Sigmoid	BP-34738	RNA isolation_PAXgene Tissue miRNA	12/27/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-Y114-1626-SM-4TT7I	Colon	Colon - Sigmoid	BP-35169	RNA isolation_PAXgene Tissue miRNA	1/16/13	LCSET-4016	9/28/13	TrueSeq.v1
GTEX-Y3I4-1126-SM-4TT7Y	Colon	Colon - Sigmoid	BP-35795	RNA isolation_PAXgene Tissue miRNA	2/5/13	LCSET-4016	9/28/13	TrueSeq.v1
GTEX-Y5LM-1426-SM-5RQJL	Colon	Colon - Sigmoid	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-YEC3-2026-SM-4WWFL	Colon	Colon - Sigmoid	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-YECK-2826-SM-5IFHF	Colon	Colon - Sigmoid	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YF7O-1626-SM-5IFII	Colon	Colon - Sigmoid	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YJ8A-1726-SM-5P9IQ	Colon	Colon - Sigmoid	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-Z93S-2626-SM-57WBX	Colon	Colon - Sigmoid	BP-42128	RNA Extraction from Paxgene-derived Lysate Plate Based	8/9/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZA64-1426-SM-5CVMC	Colon	Colon - Sigmoid	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZAB4-2426-SM-5HL8A	Colon	Colon - Sigmoid	BP-45268	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAB5-1426-SM-5HL9D	Colon	Colon - Sigmoid	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAJG-2626-SM-5S2NU	Colon	Colon - Sigmoid	BP-42024	RNA isolation_PAXgene Tissue miRNA	8/7/13	LCSET-4988	3/31/14	TrueSeq.v1
GTEX-ZDTS-2726-SM-5L3E2	Colon	Colon - Sigmoid	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-ZF28-2526-SM-57WFH	Colon	Colon - Sigmoid	BP-42743	RNA Extraction from Paxgene-derived Lysate Plate Based	8/27/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZG7Y-1826-SM-4WWD3	Colon	Colon - Sigmoid	BP-42869	RNA Extraction from Paxgene-derived Lysate Plate Based	8/29/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZLFU-1426-SM-4WWEU	Colon	Colon - Sigmoid	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZLV1-1326-SM-4WWER	Colon	Colon - Sigmoid	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZP4G-1526-SM-57WE5	Colon	Colon - Sigmoid	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZPIC-2626-SM-57WE2	Colon	Colon - Sigmoid	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZPU1-1726-SM-4WWFV	Colon	Colon - Sigmoid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZQG8-2426-SM-57WEE	Colon	Colon - Sigmoid	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZT9W-1726-SM-51MS3	Colon	Colon - Sigmoid	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZTSS-1226-SM-51MSZ	Colon	Colon - Sigmoid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZTTD-2626-SM-57WEX	Colon	Colon - Sigmoid	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZV6S-1126-SM-57WE9	Colon	Colon - Sigmoid	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZVT2-1726-SM-51MRO	Colon	Colon - Sigmoid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZVT3-2826-SM-5GU6A	Colon	Colon - Sigmoid	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-ZVT4-2626-SM-5N9GJ	Colon	Colon - Sigmoid	BP-43823	RNA Extraction from Paxgene-derived Lysate Plate Based	9/20/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-ZY6K-1326-SM-5GZWP	Colon	Colon - Sigmoid	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZYFG-1826-SM-5GZWX	Colon	Colon - Sigmoid	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZYT6-2826-SM-5GICX	Colon	Colon - Sigmoid	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZZ64-0826-SM-5E449	Colon	Colon - Sigmoid	BP-43529	RNA Extraction from Paxgene-derived Lysate Plate Based	9/13/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-111CU-1426-SM-5GZYP	Colon	Colon - Transverse	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111VG-2226-SM-5N9DU	Colon	Colon - Transverse	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	9/26/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-111YS-1626-SM-5GZZ9	Colon	Colon - Transverse	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-1122O-1526-SM-5N9CL	Colon	Colon - Transverse	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	9/26/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-1128S-1626-SM-5H12O	Colon	Colon - Transverse	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-117YW-1826-SM-5PNY5	Colon	Colon - Transverse	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4918	3/29/14	TrueSeq.v1
GTEX-117YX-0826-SM-5H11J	Colon	Colon - Transverse	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DXX-1826-SM-5H126	Colon	Colon - Transverse	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DXZ-1726-SM-5H12M	Colon	Colon - Transverse	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11EQ9-1426-SM-5987G	Colon	Colon - Transverse	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11GSP-1626-SM-5986N	Colon	Colon - Transverse	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11I78-1226-SM-5A5K6	Colon	Colon - Transverse	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11NSD-1626-SM-5986U	Colon	Colon - Transverse	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11O72-2226-SM-5PNW2	Colon	Colon - Transverse	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-11ONC-2026-SM-5HL61	Colon	Colon - Transverse	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11P7K-1526-SM-5EGI7	Colon	Colon - Transverse	BP-45028	RNA Extraction from Paxgene-derived Lysate Plate Based	10/24/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-11P81-1126-SM-5GU5G	Colon	Colon - Transverse	BP-44312	RNA Extraction from Paxgene-derived Lysate Plate Based	10/4/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-11P82-1026-SM-5BC5J	Colon	Colon - Transverse	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-11TTK-2426-SM-5PNYO	Colon	Colon - Transverse	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4918	3/29/14	TrueSeq.v1
GTEX-11TUW-2026-SM-5EQL8	Colon	Colon - Transverse	BP-44312	RNA Extraction from Paxgene-derived Lysate Plate Based	10/4/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZVC-2126-SM-5EGJ1	Colon	Colon - Transverse	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-1211K-1726-SM-5FQUJ	Colon	Colon - Transverse	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12BJ1-2126-SM-5BC5O	Colon	Colon - Transverse	BP-43916	RNA Extraction from Paxgene-derived Lysate Plate Based	9/24/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-12C56-0626-SM-5EGGC	Colon	Colon - Transverse	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-12KS4-2426-SM-5LU8P	Colon	Colon - Transverse	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-12WSJ-1526-SM-5GCNI	Colon	Colon - Transverse	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSL-1626-SM-5GCMU	Colon	Colon - Transverse	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-13111-0726-SM-5DUVE	Colon	Colon - Transverse	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-131XE-0826-SM-5HL9W	Colon	Colon - Transverse	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-132AR-2726-SM-5PNVN	Colon	Colon - Transverse	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-133LE-1526-SM-5IFEN	Colon	Colon - Transverse	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-1399R-2226-SM-5P9JB	Colon	Colon - Transverse	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-1399S-1926-SM-5J2M5	Colon	Colon - Transverse	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-139T6-1326-SM-5IFFO	Colon	Colon - Transverse	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-139YR-2126-SM-5KM11	Colon	Colon - Transverse	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13CF3-1426-SM-5K7YY	Colon	Colon - Transverse	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13D11-0826-SM-5KLZJ	Colon	Colon - Transverse	BP-46482	RNA Extraction from Paxgene-derived Lysate Plate Based	12/3/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13FH7-1526-SM-5J2N6	Colon	Colon - Transverse	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13FHP-2426-SM-5KLZ5	Colon	Colon - Transverse	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13O21-2426-SM-5MR4A	Colon	Colon - Transverse	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13O3O-2526-SM-5L3DR	Colon	Colon - Transverse	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13O61-1626-SM-5KM3T	Colon	Colon - Transverse	BP-47524	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4821	3/23/14	TrueSeq.v1
GTEX-13OVG-1426-SM-5K7VP	Colon	Colon - Transverse	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4818	3/12/14	TrueSeq.v1
GTEX-13OW5-2626-SM-5MR3M	Colon	Colon - Transverse	BP-47656	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13PL7-2526-SM-5IFGR	Colon	Colon - Transverse	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13QBU-1826-SM-5IJG3	Colon	Colon - Transverse	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13S86-1626-SM-5Q5C5	Colon	Colon - Transverse	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-13U4I-2426-SM-5LU34	Colon	Colon - Transverse	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13W3W-2126-SM-5K7UX	Colon	Colon - Transverse	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4818	3/12/14	TrueSeq.v1
GTEX-144GM-1226-SM-5LU52	Colon	Colon - Transverse	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-145LS-2726-SM-5Q5D8	Colon	Colon - Transverse	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-145LT-0926-SM-5LU9C	Colon	Colon - Transverse	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-145ME-0826-SM-5O9AF	Colon	Colon - Transverse	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-145MN-1726-SM-5SIA6	Colon	Colon - Transverse	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-145MO-2426-SM-5NQ9W	Colon	Colon - Transverse	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-146FQ-1926-SM-5NQBY	Colon	Colon - Transverse	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-147F3-1926-SM-5SIB9	Colon	Colon - Transverse	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-147JS-2526-SM-5S2Q8	Colon	Colon - Transverse	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-148VJ-2626-SM-5QGPI	Colon	Colon - Transverse	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4954	3/29/14	TrueSeq.v1
GTEX-14AS3-1126-SM-5Q5CR	Colon	Colon - Transverse	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-14C38-2626-SM-5RQI4	Colon	Colon - Transverse	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-14DAR-1526-SM-5RQIX	Colon	Colon - Transverse	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-14E6E-1526-SM-5RQIG	Colon	Colon - Transverse	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-NFK9-2026-SM-3LK5K	Colon	Colon - Transverse	BP-16994	RNA isolation_PAXgene Tissue miRNA	6/2/11	LCSET-2234	12/16/12	TrueSeq.v1
GTEX-O5YW-1426-SM-3MJHF	Colon	Colon - Transverse	BP-17669	RNA isolation_PAXgene Tissue miRNA	7/18/11	LCSET-2269	1/27/13	TrueSeq.v1
GTEX-OHPM-1426-SM-3TW8Y	Colon	Colon - Transverse	BP-17842	RNA isolation_PAXgene Tissue miRNA	7/22/11	LCSET-2622	1/26/13	TrueSeq.v1
GTEX-OIZH-1426-SM-3NB1O	Colon	Colon - Transverse	BP-18148	RNA isolation_PAXgene Tissue miRNA	8/10/11	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-OXRK-1726-SM-3NB16	Colon	Colon - Transverse	BP-18262	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-OXRL-1426-SM-3NM9E	Colon	Colon - Transverse	BP-18391	RNA isolation_PAXgene Tissue miRNA	8/22/11	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-P4QT-1426-SM-3NMCX	Colon	Colon - Transverse	BP-18729	RNA isolation_PAXgene Tissue miRNA	9/8/11	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-P78B-1726-SM-3P5ZV	Colon	Colon - Transverse	BP-19090	RNA isolation_PAXgene Tissue miRNA	9/27/11	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-PLZ5-1126-SM-3P613	Colon	Colon - Transverse	BP-19182	RNA isolation_PAXgene Tissue miRNA	10/3/11	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-PWCY-1026-SM-48TD4	Colon	Colon - Transverse	BP-19460	RNA isolation_PAXgene Tissue miRNA	10/19/11	LCSET-3085	5/10/13	TrueSeq.v1
GTEX-PWN1-1426-SM-48TDF	Colon	Colon - Transverse	BP-19817	RNA isolation_PAXgene Tissue miRNA	11/1/11	LCSET-3085	4/12/13	TrueSeq.v1
GTEX-PWOO-1326-SM-48TCJ	Colon	Colon - Transverse	BP-19857	RNA isolation_PAXgene Tissue miRNA	11/2/11	LCSET-3085	4/12/13	TrueSeq.v1
